Time,Activity,Pain,Gain,ActivityTime
5:00:00 PM,แวะซื้อของกินที่ 7-11,หิว หาอะไรรองท้องก่อนออกกำลังกาย,กินแล้วมีแรงออกกำลังกาย,Afternoon
5:00:00 PM,Suanluang Park,Frustrate from overcrowded,,Afternoon
5:00:00 PM,รดน้ำต้นไม้,,"สงบ,ได้สมาธิ",Afternoon
5:00:00 PM,พักเบรค,นั่งว่าง,ผ่อนคลาย,Afternoon
5:00:00 PM,ประชุมสรุปเคสประจำวัน,เคสเยอะ ลากยาว ,รู้แผน ที่จะทำในวันถัดไป,Afternoon
5:20:00 PM,ทำงาน,-,-,Evening
5:30:00 PM,ออกไปกินข้าว,ไม่รู้จะกินอะไร,อิ่มท้อง,Evening
5:30:00 PM,พักเบรคงาน ช่วงเย็น ออกจากบ้านไปหาของกิน ไปซื้อของที่ตั้งใจจะซื้อ,ต้องขับรถออกจากบ้าน,ได้ของกิน ได้ของที่ตั้งใจจะซื้อ ได้ออกไปผ่อนคลาย,Evening
5:30:00 PM,อยากนอน แต่ออกไปหาข้าวกิน,ง่วงก็ง่วง แต่หิว,อิ่มแล้ว,Evening
5:30:00 PM,Shopping,ช๊อปเพลิน กระเป๋าเบาเลย,ได้ซื้อของ คลายความเครียด,Evening
5:30:00 PM,ทานมื้อเย็น,กลัวอ้วน,อิ่ม มีแรงออกกำลังกาย,Evening
5:30:00 PM,Take the van to home,Use the time more than coming to office,Go back to my home,Evening
5:30:00 PM,ไปซื้อข้าวเย็นที่ cosmo bazaar เพื่อเอากลับไปกินที่บ้าน,มีของอยากกินเยอะไปหมด เลยซื้อมาเกินจำเป็น กินหมดก็อ้วน,มีอาหารอร่อยให้เลือกซื้อเยอะ,Evening
5:30:00 PM,ทานอาหารเย็น เล่นมือถือขณะทานอาหาร,เลือกไม่ถูกว่าจะทานอะไรดี,"ได้เดินออกกำลังกายเลือกร้าน, คนน้อยไม่ต้องรอนาน ",Evening
5:30:00 PM,เปิดคอมพิวเตอร์,งานยังไม่เสร็จ,เตรียมทำงาน,Evening
5:30:00 PM,เลิกงาน,เหนื่อย,ได้ทำอะไรที่อยากทำ,Evening
5:30:00 PM,เดินทางไปเล่นฟิตเนส,"ขี้เกียจขับรถ, รถติด",-,Evening
5:30:00 PM,Go to Decathlon,,Little exercise from equipment testing,Evening
5:30:00 PM,ล้างจาน,,สงบ,Evening
5:30:00 PM,มาเรียงงานที่เหลือ,ปวดหลัง,งานเรียบร้อย ได้ออกกำลังกาย,Evening
5:30:00 PM,ทำอาหารที่บ้านพร้อมครอบครัว,เสียเวลาในการเตรียมอาหาร,ได้ใช้เวลาร่วมกันกับครอบครัว ,Evening
5:40:00 PM,เล่นอินเตอร์เน็ต อ่านบทความออนไลน์,เบื่อ,อัพเดตข่าวสาร,Evening
5:45:00 PM,ถึงคอนโด,อยากนอน,ได้เปลี่ยนเสื้อผ้าเพื่อไปทำในสิ่งต่อไป,Evening
5:50:00 PM,เตรียมตัวกลับบ้าน,,ดีใจจะได้กลับบ้าน,Evening
5:55:00 PM,หัวหน้าเรียกประชุม,ไม่เข้าใจ เบื่อทำไมนัดประชุมก่อนเลิกงาน 5นาที ควรนัดในเวลางาน,ได้งานเพิ่มและรู้รายละเอียดปัญหาแต่ละทีมที่ทำงาน,Evening
6:00:00 PM,ขับรถกลับ,,ออกช้า รถเริ่มโล่ง,Evening
6:00:00 PM,Doing BADS homework/project,Feeling tired,"Gaining knowledge, practicing",Evening
6:00:00 PM,กินข้าวเย็น,,ทำอาหารเอง สนุกสนาน,Evening
6:00:00 PM,ออกกำลังกาย,"เหนื่อย,เมื่อยตัว",รู้สึกเบาตัว,Evening
6:00:00 PM,Finish working,don't know what to eat,relax,Evening
6:00:00 PM,ทำ trend Product,หาข้อมูลได้ยากเนื่องจากมาจากหลายระบบ,,Evening
6:00:00 PM,ทำอาหารเย็น,ไม่อร่อยเท่าร้านทำ,ไม่ต้องออกไปกินนอกบ้าน ไม่มีผงชูรส,Evening
6:00:00 PM,กินข้าวเย็น ที่บ้าน,เสียเวลาเก็บล้าง,ไม่ต้องเสียเวลาเดินทาง ไปกินข้าว,Evening
6:00:00 PM,ซื้อของทำกับข้าว,ของที่ต้องการหมด,,Evening
6:00:00 PM,ซื้อของทำกับข้าว,ของที่ต้องการหมด,,Evening
6:00:00 PM,ถึงบ้าน,,,Evening
6:00:00 PM,เลิกงาน,ยังมีงานค้างอยู่,ดีใจ,Evening
6:00:00 PM,ออกกำลังกาย,เหนื่อย เมื่อยกล้าเนื้อ,รู้สึกว่าร่างกายแข็งแรงขึ้น,Evening
6:00:00 PM,เลิกงาน,,ดีใจเลิกงงานแล้ว,Evening
6:00:00 PM,ฝึกสุนัข,โดนกัด โดนข่วน,สุนัขมีวินัยมากขึ้น,Evening
6:00:00 PM,ทำงาน,งานค้าง,งานมี progress,Evening
6:00:00 PM,Play with children,"Not enough light, a lot  mosquitos",,Evening
6:00:00 PM,Dinner ,,Delicious food I gain my happiness,Evening
6:00:00 PM,ออกจากที่ทำงาน ขับรถไปที่บ้าน,ขี้เกียจขับรถ รถติดช่วงเวลาเร่งด่วน,ถึงที่บ้านเร็ว มีเวลากินข้าว ออกกำลังกาย อ่านหนังสือ ดู Youtube,Evening
6:00:00 PM,กินข้าว,อาหารไม่อร่อย,รู้สึกอิ่มอยู่ท้อง,Evening
6:00:00 PM,เล่นฟิตเนส,ขี้เกียจออกกำลังกาย,ร่างกายแข็งแรง,Evening
6:00:00 PM,เล่นเกมส์,,"ได้หัวเราะ,มีเวลากับครอบครัว",Evening
6:00:00 PM,Dinner,"Low cal. Food, not a good taste",Not hungry,Evening
6:00:00 PM,ออกจากที่ทำงาน,,,Evening
6:10:00 PM,ขับรถกลับบ้าน,รถติดอีกก,,Evening
6:10:00 PM,Have dinner at Nice Two Meet You,smelly hands and hair,Fullfill my need,Evening
6:15:00 PM,ขึ้นบีทีเอสกลับคอนโด,ที่ทำงานไกลจากที่พัก และรถติด,กลับบ้านไวขึ้นเพราะไม่ต้องเจอรถติด,Evening
6:15:00 PM,ออกกำลังกาย,ร่างกายต้องต่อสู้กับความอ้วนของตัวเอง,ได้ออกกำลังกาย เพื่อสุขภาพและลดน้ำหนัก,Evening
6:15:00 PM,ให้อาหารสุนัข,เปลืองเงิน,สุนัขอิ่ม,Evening
6:25:00 PM,เตรียมตัวกลับบ้าน,,,Evening
6:30:00 PM,กลับมานอนเล่นโทรศัพท์บนเตียง,-,ผ่อนคลาย,Evening
6:30:00 PM,กินข้าวเย็น,ไปร้านเดิมๆ,ได้กินข้าวพร้อมกับเพื่อนๆ,Evening
6:30:00 PM,ถึงบ้าน เก็บของ,บ้านรก,อยู่ในที่คุ้นเคย สบายใจ บ้านเป็นระเบียบ,Evening
6:30:00 PM,Have dinner nearby,Have dinner late and will gain more weight,Find something to eat to release stress,Evening
6:30:00 PM,ขึ้นรถตู้บริษัท,เดินทางไกลนาน,ได้นอนหลับบนรถ,Evening
6:30:00 PM,Driving back to home,"- Traffic jam more than in morning
- Get frustated",- Feel relax from watching netflix while driving,Evening
6:30:00 PM,ทานมื้อเย็น,ไม่รู้จะกินอะไร กลัวอ้วน,อิ่ม,Evening
6:30:00 PM,ขึ้นรถเมล์ไป BTS,บางทีรอรถนาน,สะดวกและค่าโดยสารถูก,Evening
6:30:00 PM,ออกกำลังกาย ตามคลิปที่ห้อง,ขี้เกียจออกกำลังกาย เหนื่อย,หุ่นดี สุขภาพดี,Evening
6:30:00 PM,Family time,,Watch movie at home with my mom,Evening
6:30:00 PM,รับประทานอาหารเย็นพร้อมกันในครอบครัว,ทุกคนรอกินข้าวพร้อมกัน,สร้างความสัมพันธ์ระหว่างสมาชิกในครอบครัว,Evening
6:30:00 PM,กินข้าวเย็น,หิว,หายหิว,Evening
6:30:00 PM,เตรียมตัวกลับบ้าน,,ดีใจได้กลับบ้านซักที,Evening
6:30:00 PM,วิ่ง,ขี้เกียจวิ่ง,หัวใจแข็งแรง,Evening
6:30:00 PM,อาบน้ำ,,สะอาด,Evening
6:30:00 PM,Drive a car to gym,Bad traffic,Comfortable personal car,Evening
6:30:00 PM,ไปกินข้าวที่ สวนหลวงสแควร์กับเพื่อน,ร้านเหลือน้อย เพราะปิดโควิด,คนไม่เยอะ รถไม่ติด,Evening
6:30:00 PM,รับประทานอาหารที่บ้าน,อาหารเหลือ ล้างจานเยอะ ,อาหารอร่อยถูกปาก กินอิ่ม,Evening
6:40:00 PM,น็อก,เรียนจนหัวหมุน ไม่ไหวแล้ว,ได้สลบจากโลกนี้เสียที,Evening
6:40:00 PM,ทำการบ้าน และเล่นมือถือ,"ต้องกลับไปย้อนฟังคลิปที่เรียนใหม่, สมาธิเสีย ทำสองอย่าง",เข้าใจเนื้อหารที่เรียนมากขึ้น ได้ฝึกทำแบบฝึกหัด ได้คุยกับเพื่อน,Evening
6:40:00 PM,ขับรถกลับบ้าน,เจอรถติดกับรถขับไม่มีมารยาท,ถึงที่บ้านไวเพราะไม่ต้องรอรถสาธารณะ ไม่เสียเวลา,Evening
7:00:00 PM,กินข้าวเย็น,หิว กลัวอ้วน,ได้ใช้เวลากับครอบครัว,Evening
7:00:00 PM,ทำงานต่อ,งานยังไม่เสร็จ,งานเสร็จก่อนเวลา เคลียร์ออกได้,Evening
7:00:00 PM,เลิกงาน,เหงา,ได้พักผ่อน,Evening
7:00:00 PM,พักผ่อน,รู้สึกทำตัวไม่มีสาระ,สบายใจ,Evening
7:00:00 PM,Have dinner,,gain energy,Evening
7:00:00 PM,ซื้ออาหารที่ตลาดนัดเมเจอร์,อาหารแพง,ได้ซื้ออาหารถูกขึ้นเพราะมีร้านที่ใช้คนละครึ่งได้,Evening
7:00:00 PM,ทำงานที่ค้างจาก office,เครียด จริงจัง,งานเสร็จตามกำหนด,Evening
7:00:00 PM,"Relaxing time (Netflix, Vie, iQiYi)",Feeling guilty for spending too much time on series instead of spend time on study online material courses,Relax and rest my mind,Evening
7:00:00 PM,เล่นโทรศัพท์ กินขนม พักผ่อน,,ผ่อนคลาย,Evening
7:00:00 PM,ทำอาหารเย็น,ไม่ค่อยอยากทำ เหนื่อย,,Evening
7:00:00 PM,ทำอาหารเย็น,ไม่ค่อยอยากทำ เหนื่อย,,Evening
7:00:00 PM,ทำงาน,แก้งานจุดเดิมเพิ่ม,สนุกที่ได้ทำงานต่างๆ,Evening
7:00:00 PM,กินข้าวเย็น,กับข้าวซ้ำ,ได้กินข้าวพร้อมครอบครัว,Evening
7:00:00 PM,ถึง BTS,คนแน่น,กะเวลาได้,Evening
7:00:00 PM,กินข้าวเย็น,หิว,ท้องอิ่ม,Evening
7:00:00 PM,Arrive at home,,,Evening
7:00:00 PM,วิ่งสวนสาธารณะ,เหนื่อยง่าย,สุขภาพดีขึ้น,Evening
7:00:00 PM,Dinner,Take time for good meals,,Evening
7:00:00 PM,Dinner,,Feeling full,Evening
7:00:00 PM,ทำการบ้าน ป.โท,เหนื่อย ยาก,ได้ความรู้,Evening
7:00:00 PM,กินข้าวเย็น,,"อิ่ม,อร่อย,อารมณ์ดี",Evening
7:00:00 PM,เดินทางไปทานข้าวเย็น,"ขี้เกียจขับรถ, รถติด",เปลี่ยนบรรยากาศ,Evening
7:00:00 PM,สวดมนต์,,สงบ,Evening
7:00:00 PM,Fitness,Tired,Burn calories,Evening
7:15:00 PM,ประชุมสรุปงานประจำวัน,เวลากระชั้นก่อนเลิกงานแค่ 15 นาที,รู้ความคืบหน้าและปัญหาในแต่ละวัน,Evening
7:15:00 PM,Take a shower,,Cleaned up my body,Evening
7:20:00 PM,เปลี่ยนชุดออกกำลังกายที่คอนโด,ถ้าชุดไม่พร้อมจะทำให้ออกกำลังกายไม่สะดวก,ออกกำลังกายได้เต็มที่,Evening
7:30:00 PM,เปิดคอมทำงาน เล่นเน็ต,-,ได้ทำงานเพิ่มอีกหน่อย/ผ่อนคลาย,Evening
7:30:00 PM,ขับรถกลับ,,มีเพื่อนนั่งด้วย ไม่เหงา,Evening
7:30:00 PM,เลิกงาน,ยังคิดเกี่ยวกับปัญหางานที่ค้างอยู่,ออกจาก office กลับบ้านได้,Evening
7:30:00 PM,เดินทางด้วย BTS กลับบ้าน,ราคาสูง,เดินทางสะดวกสบาย,Evening
7:30:00 PM,กินข้าวเย็น,หิว,อิ่ม,Evening
7:30:00 PM,กินข้าวเย็น,"รู้สึกจุก,อาหารย่อยยาก,ไม่รู้จะกินอะไร","อิ่มท้อง ,หายหิว",Evening
7:30:00 PM,วิ่งรอบคอนโด,อ้วนขึ้นเพราะกินเยอะ,ทำให้น้ำหนักลดลง,Evening
7:30:00 PM,Have dinner,- Take too much meal and become fatty since no time for exercise,- Deserve self satisfaction after a lot of work,Evening
7:30:00 PM,เปลี่ยนสาย BTS ,คนแน่น,กะเวลาได้,Evening
7:30:00 PM,เดินทางกลับบ้าน,,ถึงบ้าน ,Evening
7:30:00 PM,ดู Netflix,มีการงานต้องทำแต่ขี้เกียจ,ได้ความบันเทิง,Evening
7:30:00 PM,Dinner,,Eat the special menu by mom cooking,Evening
7:30:00 PM,Watch & Listen,Favorites must wait for next week,Same story and rythm with family,Evening
7:30:00 PM,เล่น Facebook,ยืนนาน เฝ้าตู้อบเพื่อดูสีของขนม เสียเวลาในการเฝ้าไปโดยเปล่าประโยชน์,สร้างรายได้เสริม สร้างภาพพจน์บน Social,Evening
7:30:00 PM,อาบน้ำ,อ่อนเพลีย ง่วง,สดชื่น,Evening
7:30:00 PM,ถึงบ้าน,,ได้พักผ่อน,Evening
7:30:00 PM,เลิกงาน,หิว,งานเสร็จ,Evening
7:30:00 PM,ออกจากบ้าน ขับรถไปสนามฟุตบอล,เลิกดึก ทำให้เข้านอนดึก นอนไม่พอ,"สดชื่น, อารมณ์ดี, สนุกกับการออกกำลังกายเล่นฟุตบอล ได้เจอเพื่อน",Evening
7:30:00 PM,ไปออกกำลัง,กลัวติด covid,ได้สุขภาพที่ดี หุ่นดี,Evening
7:30:00 PM,ทานส้มตำ,แพง,อร่อย,Evening
7:30:00 PM,กินข้าวเย็น,,"อร่อย,สนุกกับการเลือกอาหาร",Evening
7:30:00 PM,เลิกงาน สแกนนิ้ว,นิ้วเปื้อน,กลับห้อง,Evening
7:30:00 PM,กินของหวานต่อ,อ้วน,,Evening
7:30:00 PM,ว่ายน้ำ,เหนื่อย ใช้แรงเยอะ,ได้ออกกำลังกาย ลดน้ำหนัก,Evening
7:45:00 PM,ถึงบ้าน เก็บของ อาบน้ำ,,สดชื่น พร้อมนอน,Evening
7:45:00 PM,เล่นหุ้น,ปวดตาจากการจ้องจอทั้งวัน,อาจจะมีกำไรส่วนต่างไปเป็นค่าบุฟเฟ่,Evening
7:50:00 PM,ลงจากรถตู้,,,Evening
7:50:00 PM,ถึงห้อง,เข้าสู่โหมดขี้เกียจ,ได้พักผ่อน,Evening
8:00:00 PM,ออกกำลังกาย,เหนื่อย ท้อแท้,ร่างกายแข็งแรง รู้สึกผิดจากการกินลดลง,Night
8:00:00 PM,กินมื้อเย็น โปรตีนเวย์,ไม่อร่อย ยังหิวอยู่,ได้สุขภาพ น้ำหนักไม่ขึ้น,Night
8:00:00 PM,กินอาหารเย็น,อาหารเดิมๆ ซ้ำๆ,อิ่มท้อง,Night
8:00:00 PM,เดินทางกลับบ้าน,รถติดระหว่างเดินทาง,ถึงบ้าน,Night
8:00:00 PM,Have dinner nearby,Tend to be a big meal with the most calories. Not good for health.,Finding something fancy to eat to release stress,Night
8:00:00 PM,ทำ IS,ไม่ชอบงานวิจัยยยยยยยยยยยยยยยยยย,จะได้จบแล้วววววววววววววววววว,Night
8:00:00 PM,เล่นเกมส์ Among Us,"แพ้บ่อย,โดนบัพ,หัวร้อน","สนุกได้เล่นกับเพื่อน,ผ่อนคลาย",Night
8:00:00 PM,Learn E-learning,,gain more knowledge,Night
8:00:00 PM,กินข้าวบนห้อง,แถวที่กินที่นั่งเต็ม,กินบนห้องทำให้สะดวกขึ้นกับการทำกิจกรรมอย่างอื่นไปด้วย,Night
8:00:00 PM,อาบน้ำ,,,Night
8:00:00 PM,กลับคอนโด,อยากนอน,ได้พักผ่อนก่อนจะทำสิ่งต่างๆต่อ,Night
8:00:00 PM,แวะกินข้าว,เหนื่อย กินดึก อ้วน,อิ่ม,Night
8:00:00 PM,รับประทานอาหารเย็น,,รสชาติอาหารอร่อย ได้รับคำชม,Night
8:00:00 PM,รับประทานอาหารเย็น,,รสชาติอาหารอร่อย ได้รับคำชม,Night
8:00:00 PM,ดู Netflix,รู้สึกผิดที่ยังไม่ทำการบ้าน,สนุก enjoy,Night
8:00:00 PM,ถึง BTS สถานีปลายทาง,คนแน่น,กะเวลาได้,Night
8:00:00 PM,เล่นเกมส์,,มีเวลากับเพื่อนๆ,Night
8:00:00 PM,Play ROV with friend,,Relax with the game,Night
8:00:00 PM,อาบน้ำ,ยังไม่หายเหนื่อยจากออกกำลังกาย,ร่างกายสะอาด สดชื่น,Night
8:00:00 PM,Read Textbook,Difficult subject makes me despondent,,Night
8:00:00 PM,Shower,Lazy to shower but needed to,Cleaned and ready for bed,Night
8:00:00 PM,ทำการบ้าน ป.โท ต่อ,เหนื่อย ขี้เกียจ,ได้ความรู้,Night
8:00:00 PM,กินอาหารเย็น,อยากสั่งไลน์แมน แม่ไม่ให้สั่งมีกับข้าวแล้ว,อิ่ม ไม่เสียเงิน,Night
8:00:00 PM,กินข้าว,ต้องขับรถ,ได้ atmosphere + ได้ลุกก้นไม่ชา,Night
8:00:00 PM,เดินทางกลับบ้าน,"ขี้เกียจขับรถ, รถติด",-,Night
8:00:00 PM,Wait bus to come back,waiting bus with many strangers,save cost,Night
8:00:00 PM,"เล่น Social,อ่านบทความ",,ได้ความรู้,Night
8:10:00 PM,อาบน้ำ,หนาว ขี้เกียจ,สะอาด สดชื่น,Night
8:10:00 PM,ทานมื้อเย็น,มีร้านให้เลือกน้อย,ได้อาหารเร็ว ราคาย่อมเยาว์,Night
8:15:00 PM,เล่นโทรศัพท์มือถือ เล่น Facebook อ่านหนังสือการ์ตูน,รู้สึกผิด การบ้านยังไม่เสร็จ,สนุก,Night
8:15:00 PM,อาบน้ำ,ขี้เกียจ อยากนอน,ร่างกายสะอาดสะอ้าน,Night
8:20:00 PM,เดินไปที่ตู้เย็น หานมดื่ม,ท้องร้อง หิวหลังออกกำลังกาย,อิ่มท้อง,Night
8:30:00 PM,พูดคุยกับที่บ้าน,โดนบ่น,ได้รู้เรื่องคนอื่นๆ สร้างความสัมพันธ์,Night
8:30:00 PM,ดู Netflix,เสียค่ารายเดือน,ได้ผ่อนคลาย สนุก,Night
8:30:00 PM,ขับรถกลับบ้าน,เสียเวลาขับรถ,ได้กลับบ้าน,Night
8:30:00 PM,ทำการบ้านปริญญาโท,การบ้านไม่เสร็จ,การบ้านเสร็จทันเวลา,Night
8:30:00 PM,ตื่นมาคุยการบ้าน,เพื่อนติดปัญหาการบ้าน,เพื่อนทำการบ้านเสร็จ,Night
8:30:00 PM,ทำการบ้าน,ขี้เกียจ อยากนอน,ได้เคลียร์งานตามหน้าที่และความรับผิดชอบ,Night
8:30:00 PM,นั่งแท๊กซี่กลับบ้าน,เปลืองเงิน,เดินทางถึงบ้านเร็วสะดวก,Night
8:30:00 PM,พักผ่อน,ไม่ค่อยให้มีไรทำ,รู้สึกผ่อนคลาย,Night
8:30:00 PM,ทานข้าวเย็น,หิว,อิ่ม,Night
8:30:00 PM,ขึ้นรถกลับบ้าน,อยากนอน,ฟังเพลงระหว่างเดินทาง,Night
8:30:00 PM,Bathing,A lot of drain,Relax body and mind,Night
8:30:00 PM,เล่น social หาเพลงที่ชอบฟัง,หาอะไรทำแก้เบื่อ บิ้วตัวเองก่อนทำการบ้าน,อารมณ์ดี มีแรงทำการบ้าน,Night
8:30:00 PM,ดูหนัง,เสียเวลาหาหนังสนุก ๆ,"ได้หัวเราะ,มีเวลากับครอบครัว",Night
8:30:00 PM,Drive a car to home,Bad traffic and less vision,Safty arrive,Night
8:30:00 PM,ขับรถกลับบ้าน,,รถไม่ติด ขับสบาย,Night
8:30:00 PM,อาบน้ำ,หนาว ทำให้ผิวแห้ง,สดชื่น สะอาด,Night
8:40:00 PM,อาบน้ำ,-,สดชื่น,Night
8:40:00 PM,เล่น Social IG FB,มือถือแบตหมด,ได้ความเพลิดเพลิน,Night
8:45:00 PM,ถึงบ้านล็อกบ้าน,เสียเวลาในการตรวจว่าบ้านล็อก,ป้องกันโจร,Night
9:00:00 PM,อาบน้ำ + แปรงฟัน,ขี้เกียจ,ร่างกายสะอาด,Night
9:00:00 PM,อาบน้ำ,รู้สึกเหนียวตัว สกปรก,รู้สึกสดชื่น สะอาด,Night
9:00:00 PM,อาบน้ำ,,สดชื่น+สะอาด,Night
9:00:00 PM,Play time (Games or Netflix),Feeling guilty. There's a better choice to spend the time slot like studying an online course or exercise,Entertainment,Night
9:00:00 PM,อาบน้ำ,หนาว,สดชื่น พร้อมอ่านหนังสือ,Night
9:00:00 PM,กินข้าวเย็น,,อิ่มมีความสุข,Night
9:00:00 PM,อ่านหนังสือ,"รู้สึกเกิดกิเลศ
อยากพักผ่อน 
อยากดู Youtube",ได้รับความรู้,Night
9:00:00 PM,กลับบ้าน,ง่วงนอน,ถึงบ้าน,Night
9:00:00 PM,อาบน้ำ,อากาศเย็น ไม่อยากอาบน้ำ,,Night
9:00:00 PM,อาบน้ำ,อากาศเย็น ไม่อยากอาบน้ำ,,Night
9:00:00 PM,อาบน้ำ,หนาว,รู้สึกสะอาด สดชื่น,Night
9:00:00 PM,เล่นFacebook,,รู้สึกดี ได้รู้ชีวิตเพื่อนๆ,Night
9:00:00 PM,แวะกินข้าวเย็นก่อนถึงบ้าน,,,Night
9:00:00 PM,แปรงฟัน/ อาบน้ำ,ไม่สดชื่น,สะอาด สดชื่น ,Night
9:00:00 PM,เล่นเกม,มีการงานต้องทำแต่ขี้เกียจ,ได้ความบันเทิง,Night
9:00:00 PM,อาบน้ำ,หนาว ผิวแห้ง ,สดชื่นและสะอาด,Night
9:00:00 PM,Watch netfix,,Relax with the movie,Night
9:00:00 PM,Read a book,Not enough time to summarize,More deep understanding,Night
9:00:00 PM,อาบน้ำ,หนาว,สดชื่น,Night
9:00:00 PM,Talking to flings,Very sleepy but need to keep him entertain and feel loved,,Night
9:00:00 PM,หาขนม ของหวานมากิน,หิวขนม,อิ่มขนม,Night
9:00:00 PM,นอนเล่นมือถือ,เสียเวลา,เช็คงาน เช็คไลน์ เล่นเกม,Night
9:00:00 PM,เล่นเกม,ปวดนิ้ว ปวดตา,ได้ความสนุกและผ่อนคลายสมอง,Night
9:00:00 PM,อ่านหนังสือ + ทำการบ้าน,ขี้เกียจอ่าน,ได้ความรู้,Night
9:00:00 PM,"Watch ""The Wall Song"" tv programme",eyestrain,fun and entertainment,Night
9:00:00 PM,อาบน้ำ,หนาว ไม่อยากอาบ,ผ่อนคลาย สะอาด,Night
9:10:00 PM,ถึงบ้าน,,,Night
9:15:00 PM,ถึงบ้าน,,,Night
9:20:00 PM,ลงรถไฟฟ้า,เดินไกล,ซื้ออาหารเย็นระหว่างทางเดินไปคอนโด,Night
9:20:00 PM,อาบน้ำ,ต้องอาบ เพราะกลัวเชื้อโรค,,Night
9:25:00 PM,อาบน้ำ,อากาศหนาว ไม่อยากอาบน้ำ,ร่างกายสะอาด,Night
9:30:00 PM,ทาครีมบำรุง,ครีมหลายชั้นใช้เวลา เครื่องแต่งกายใช้เวลา,ผิวดี ปากไม่แห้ง,Night
9:30:00 PM,นั่งคุยกับพี่สาว เล่นกับแมว,รู้สึกเครียดจากงาน,ได้มีปฏิสัมพันธ์กับครอบครัวและแมว ได้ระบายความเบื่อ แมวไม่เหงา,Night
9:30:00 PM,เล่นอินเตอร์เน็ท,กลัวตกเทรนด์,ได้ความรู้ใหม่ๆ,Night
9:30:00 PM,อาบน้ำ,น้ำเย็น,สดชื่่น สะอาด รู้สึกผ่อนคลาย,Night
9:30:00 PM,อ่านหนังสือ+ทำการบ้าน,"เริ่มง่วง,ชอบสมาธิหลุด","เสร็จการบ้านทันเวลา,เพิ่มความรู้",Night
9:30:00 PM,อาบน้ำ,หนาว,ทำความสะอาดร่างกาย,Night
9:30:00 PM,เล่นเกมและคุยกับเพื่อน,ปวดคอ บ่า ไหล่ นั่งเล่นเกมนาน,สนุก เพลิดเพลิน ผ่อนคลาย,Night
9:30:00 PM,Take a bath,,,Night
9:30:00 PM,แวะกินข้าวเย็น,เลือกร้านไม่ได้,อิ่ม,Night
9:30:00 PM,เล่นเกมส์,อยากเล่นต่อ,ผ่อนคลาย,Night
9:30:00 PM,ดู youtube/ netflix,,สนุกสนาน ผ่อนคลาย,Night
9:30:00 PM,ดู youtube/ netflix,ไม่รู้จะเลือกดูอะไรดี,สนุก สบายใจ,Night
9:30:00 PM,กินอาหารเย็นเบาๆ,หิว,ไม่หิวก่อนนอน,Night
9:30:00 PM,Plan tomorrow tasks,Lost some information,Summarize  important and todos,Night
9:30:00 PM,ทำการบ้าน ป.โท,ขี้เกียจทำการบ้าน ใช้เวลานาน ง่วง,การบ้านเสร็จทันเวลา,Night
9:30:00 PM,ทาครีม,ขี้เกียจรอครีมซึม  ทั้งที่ซื้อมาหลายตัว หลาย Step,รู้สึกดีที่ผิวได้รับการบำรุง,Night
9:30:00 PM,กลับห้อง,เบื่อไม่มีออะไรทำ,ได้พักผ่อน,Night
9:30:00 PM,Take a shower,Concentrate body washing,Get clean,Night
